code,tradeStatus,code_name
sz.300613,1,富瀚微
sz.300616,1,尚品宅配
sz.300618,1,寒锐钴业
sz.300620,1,光库科技
sz.300622,1,博士眼镜
sz.300624,1,万兴科技
sz.300626,1,华瑞股份
sz.300628,1,亿联网络
sz.300630,1,普利制药
sz.300632,1,光莆股份
sz.300634,1,彩讯股份
sz.300636,1,同和药业
sz.300638,1,广和通
sz.300640,1,德艺文创
sz.300642,1,透景生命
sz.300644,1,南京聚隆
sz.300647,1,超频三
sz.300649,1,杭州园林
sz.300651,1,金陵体育
sz.300653,1,正海生物
sz.300655,1,晶瑞股份
sz.300657,1,弘信电子
sz.300659,1,中孚信息
sz.300661,1,圣邦股份
sz.300663,1,科蓝软件
sz.300665,1,飞鹿股份
sz.300667,1,必创科技
sz.300669,1,沪宁股份
sz.300671,1,富满电子
sz.300673,1,佩蒂股份
sz.300675,1,建科院
sz.300677,1,英科医疗
sz.300679,1,电连技术
sz.300681,1,英搏尔
sz.300683,1,海特生物
sz.300685,1,艾德生物
sz.300687,1,赛意信息
sz.300689,1,澄天伟业
sz.300691,1,联合光电
sz.300693,1,盛弘股份
sz.300695,1,兆丰股份
sz.300697,1,电工合金
sz.300699,1,光威复材
sz.300701,1,森霸传感
sz.300703,1,创源文化
sz.300706,1,阿石创
sz.300708,1,聚灿光电
sz.300710,1,万隆光电
sz.300712,1,永福股份
sz.300715,1,凯伦股份
sz.300717,1,华信新材
sz.300719,1,安达维尔
sz.300721,1,怡达股份
sz.300723,1,一品红
sz.300725,1,药石科技
sz.300727,1,润禾材料
sz.300730,1,科创信息
sz.300732,1,设研院
sz.300735,1,光弘科技
sz.300737,1,科顺股份
sz.300739,1,明阳电路
sz.300741,1,华宝股份
sz.300743,1,天地数码
sz.300746,1,汉嘉设计
sz.300748,1,金力永磁
sz.300750,1,宁德时代
sz.300752,1,隆利科技
sz.300755,1,华致酒行
sz.300757,1,罗博特科
sz.300759,1,康龙化成
sz.300761,1,立华股份
sz.300763,1,锦浪科技
sz.300766,1,每日互动
sz.300768,1,迪普科技
sz.300770,1,新媒股份
sz.300772,1,运达股份
sz.300775,1,三角防务
sz.300777,1,中简科技
sz.300779,1,惠城环保
sz.300781,1,因赛集团
sz.300783,1,三只松鼠
sz.300786,1,国林科技
sz.300788,1,中信出版
sz.300790,1,宇瞳光学
sz.300792,1,壹网壹创
sz.300795,1,米奥会展
sz.300797,1,钢研纳克
sz.300799,1,左江科技
sz.300801,1,泰和科技
sz.300803,1,指南针
sz.300806,1,斯迪克
sz.300808,1,久量股份
sz.300810,1,中科海讯
sz.300812,1,易天股份
sz.300815,1,玉禾田
sz.300817,1,双飞股份
sz.300819,1,聚杰微纤
sz.300821,1,东岳硅材
sz.300823,1,建科机械
sz.300825,1,阿尔特
sz.300827,1,上能电气
sz.300829,1,金丹科技
sz.300831,1,派瑞股份
sz.300833,1,浩洋股份
sz.300836,1,佰奥智能
sz.300838,1,浙江力诺
sz.300840,1,酷特智能
sz.300842,1,帝科股份
sz.300845,1,捷安高科
sz.300847,1,中船汉光
sz.300849,1,锦盛新材
sz.300851,1,交大思诺
sz.300853,1,申昊科技
sz.300856,1,科思股份
sz.300858,1,科拓生物
sz.300860,1,锋尚文化
sz.300862,1,蓝盾光电
sz.300864,1,南大环境
sz.300866,1,安克创新
sz.300868,1,杰美特
sz.300870,1,欧陆通
sz.300872,1,天阳科技
sz.300875,1,捷强装备
sz.300877,1,金春股份
sz.300879,1,大叶股份
sz.300881,1,盛德鑫泰
sz.300883,1,龙利得
sz.300886,1,华业香料
sz.300888,1,稳健医疗
sz.300890,1,翔丰华
sz.300892,1,
sz.300895,1,
sz.300897,1,
sz.399002,1,深证成份指数(收益)
sz.399004,1,深证100指数(收益)
sz.399006,1,创业板指数(价格)
sz.399008,1,中小板300指数
sz.399010,1,深证700指数
sz.399012,1,创业板300
sz.399015,1,深证中小创新指数
sz.399101,1,中小板综合指数
sz.399103,1,乐富基金指数
sz.399107,1,深证A股指数
sz.399231,1,农林牧渔指数
sz.399233,1,制造业指数
sz.399235,1,建筑业指数
sz.399237,1,运输仓储指数
sz.399239,1,信息技术指数
sz.399241,1,房地产业指数
sz.399243,1,科研服务指数
sz.399248,1,文化传播指数
sz.399298,1,深证中高等级信用债指数
sz.399300,1,沪深300指数
sz.399302,1,深证公司债综合指数
sz.399306,1,深证ETF指数
sz.399310,1,国证A50指数
sz.399312,1,国证300指数
sz.399314,1,巨潮大盘指数
sz.399316,1,巨潮小盘指数
sz.399318,1,国证B股指数
sz.399320,1,国证服务指数
sz.399322,1,国证治理指数
sz.399326,1,深证成长40指数
sz.399330,1,深证100指数(价格)
sz.399335,1,深证央企指数
sz.399339,1,深证科技指数
sz.399344,1,深证300指数(收益)
sz.399348,1,深证300价值指数
sz.399351,1,国证深圳创新引擎100指数
sz.399353,1,国证物流指数
sz.399356,1,珠三角指数
sz.399358,1,泰达环保指数
sz.399360,1,国证新硬件产业指数
sz.399362,1,国证民企领先100指数
sz.399364,1,中金龙头消费
sz.399366,1,国证大宗商品
sz.399368,1,国证航天军工指数
sz.399370,1,国证成长指数
sz.399372,1,巨潮大盘成长指数
sz.399374,1,巨潮中盘成长指数
sz.399376,1,巨潮小盘成长指数
sz.399378,1,南方低碳指数
sz.399380,1,国证ETF指数
sz.399382,1,国证1000材料行业指数
sz.399384,1,国证1000可选消费行业指数
sz.399386,1,国证1000医药卫生行业指数
sz.399388,1,国证1000信息技术行业指数
sz.399390,1,国证1000公用事业行业指数
sz.399392,1,国证战略性新兴产业指数
sz.399394,1,国证医药卫生行业指数
sz.399396,1,国证食品饮料行业指数
sz.399398,1,国证绩效指数
sz.399400,1,巨潮大中盘指数
sz.399402,1,国证周期行业100指数
sz.399404,1,巨潮大盘低波动率指数
sz.399406,1,巨潮中盘低波动率指数
sz.399408,1,巨潮小盘低波动率指数
sz.399410,1,苏州率先指数
sz.399412,1,国证新能源指数
sz.399415,1,大数据100指数
sz.399417,1,国证新能源汽车指数
sz.399419,1,国证高铁指数
sz.399423,1,中关村50指数
sz.399428,1,国证定向增发指数
sz.399431,1,国证银行行业指数
sz.399433,1,国证交通运输行业指数
sz.399435,1,国证农牧渔产品行业指数
sz.399437,1,国证证券龙头指数
sz.399439,1,国证石油天然气行业指数
sz.399441,1,国证生物医药指数
sz.399550,1,央视财经50指数
sz.399552,1,央视财经50成长领先指数
sz.399554,1,央视财经50治理领先指数
sz.399556,1,央视生态产业指数
sz.399602,1,中小板300成长指数
sz.399606,1,创业板指数(收益)
sz.399610,1,深证电子信息传媒产业50指数
sz.399612,1,中小企业板创业板100指数
sz.399614,1,深证原材料行业指数
sz.399616,1,深证可选消费行业指数
sz.399618,1,深证医药卫生行业指数
sz.399620,1,深证信息技术行业指数
sz.399622,1,深证公用事业行业指数
sz.399624,1,中小企业板创业板400指数
sz.399626,1,中小板创业板成长指数
sz.399628,1,深证700成长指数
sz.399630,1,深证1000成长指数
sz.399632,1,深证100等权重指数
sz.399634,1,中小板等权重指数
sz.399636,1,深证装备指数
sz.399638,1,深证环保指数
sz.399640,1,创业板基础市场指数
sz.399642,1,中小板战略性新兴产业指数
sz.399644,1,深证色诺芬投资时钟指数
sz.399646,1,深证消费50指数
sz.399648,1,深证中经矢量GDP100指数
sz.399650,1,中小板治理指数
sz.399652,1,中创高新技术企业指数
sz.399654,1,深证文化产业指数
sz.399656,1,深证100绩效加权指数
sz.399658,1,中小板指绩效加权指数
sz.399660,1,中创100等权重指数
sz.399662,1,深证300高贝塔指数
sz.399664,1,中小300高贝塔指数
sz.399666,1,中创500高贝塔指数
sz.399668,1,创业板300价值指数
sz.399670,1,深证周期行业50指数
sz.399672,1,深证红利50加权指数
sz.399674,1,深A医药卫生指数
sz.399676,1,深A医药卫生等权指数
sz.399678,1,深证次新股指数
sz.399680,1,深成能源行业指数
sz.399682,1,深成工业行业指数
sz.399684,1,深成主要消费行业指数
sz.399686,1,深成金融地产行业指数
sz.399688,1,深成电信业务行业指数
sz.399701,1,深证基本面60指数
sz.399703,1,深证基本面200指数
sz.399705,1,深证中游产业指数
sz.399802,1,中证500深市指数
sz.399804,1,中证体育产业指数
sz.399806,1,中证环境治理指数
sz.399808,1,中证新能源指数
sz.399812,1,中证养老产业指数
sz.399814,1,中证大农业指数
sz.399903,1,中证100指数
sz.399905,1,中证500指数
sz.399914,1,沪深300金融地产指数
sz.399928,1,中证能源指数
sz.399933,1,中证医药卫生指数
sz.399935,1,中证信息技术指数
sz.399958,1,中证创业成长指数
sz.399965,1,中证800地产指数
sz.399967,1,中证军工指数
sz.399974,1,中证国有企业改革指数
sz.399990,1,中证煤炭等权指数
sz.399992,1,中证万得并购重组指数
sz.399994,1,中证信息安全主题指数
sz.399996,1,中证智能家居指数
sz.399998,1,中证煤炭指数
